Image_path,image_name,Captions,Label_Sentiment,label
../dataset/Dataset\Memes\KAM (41).png,KAM (41).png,কিরে তুই না রোজা ধুর শালা ভুইলা গেছি,0,0
../dataset/Dataset\Memes\tangaila (211).jpg,tangaila (211).jpg,বিন্দুবাসীনির মেয়েরা নিজেকে যেমন ভাবে আসলে তারা যেমন,1,1
../dataset/Dataset\Memes\KAM (789).jpg,KAM (789).jpg,আচ্ছা কদু চাচাবিবাহিত জীবন কেমন মোবাইলে মাত্র একটা গান রাইখা বাকি সব ডিলিট কইরা দিবি তারপর ঐ একটা গানই প্রতিদিন ১৬ ঘণ্টা করে ২০ বছর শুনবি তাইলে বুঝবি বিবাহিত জীবন কেমন,0,0
../dataset/Dataset\Memes\ovodro_img (427).jpg,ovodro_img (427).jpg,ভাই কিছু করিস না ও তো আমার বৌ ও হতে পারে কোনদিন,1,1
../dataset/Dataset\Memes\KAM (5).jpg,KAM (5).jpg,যেমনে গুম হওয়া শুরু হইছে গুম হইলেই হিট হইয়া যায় ভাবতেছি নিজেরে নিজে গুম কইরা হিট হইয়া যামু,1,1
../dataset/Dataset\Memes\Bangla Thug Life (412).jpg,Bangla Thug Life (412).jpg,১৪ ফেব্রুয়ারি সকাল ১০ টা ১৪ ফেব্রুয়ারি রাত ১০ টা,1,1
../dataset/Dataset\Memes\ovodro_img (676).jpg,ovodro_img (676).jpg,বৌদি তোমার বাড়ির সামনে ধর্না দেব যদি তোমাকে পাই বাপু তুমি বহিরাগত আমাদের রাজ্যে যারা ধর্নায় বসে শুধু ষড়যন্ত্র আর নাটক করতে ধর্নায় বসে ওটাও তো তোমার দাদার বিরুদ্ধে ষড়যন্ত্র কিন্তু বৌদি আমি যে তোমাকে ভালবাসি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (6).jpg,bamboo-vaiya (6).jpg,একটা টিম আছে যারা হাগু রঙ এর জার্সি পরে নাম বললে আবালেরা কমেন্টে আবলামি দাইবো তুমি ব্রাজিল চুদাও ক্যা,1,1
../dataset/Dataset\Memes\Bangla Thug Life (371).jpg,Bangla Thug Life (371).jpg,মাঃ রান্না করতে জানোস বিয়ে পর স্বামীরে কি খাওয়াবি Almost every girls in mind,1,1
../dataset/Dataset\Memes\KAM (497).jpg,KAM (497).jpg,মেয়েটি নিচে দাড়িয়া আছে এটার ইংরেজিতে কি হবে দোস্তসহজ ব্যাটা MISUNDERSTANDING,0,0
../dataset/Dataset\Memes\bangla-troll (42).jpg,bangla-troll (42).jpg,ও খোদা এত গরম কেরে বর্ষা গেল কই বর্ষা তো বাপের বাড়ি বেড়াতে গেছে,0,0
../dataset/Dataset\Memes\KAM (66).jpg,KAM (66).jpg,মাকড়সা জাল বানায় পিছন দিয়ে তাহলে SPIDERMAN কেন বানায় হাত দিয়ে,0,0
../dataset/Dataset\Memes\tangaila (294).jpg,tangaila (294).jpg,পেজের নতুন মেয়ে ফ্যান আমি পেজের পুরান ফ্যান,1,1
../dataset/Dataset\Memes\tangaila (18).jpg,tangaila (18).jpg,I fear no woman But that thing সাবেক প্রেমিককে কুপিয়ে ঢাবি ছাত্রের হাতে ধৃত ইডেন ছাত্রী It scares me,1,1
../dataset/Dataset\Memes\Bangla Thug Life (125).jpg,Bangla Thug Life (125).jpg,Me died My friend after knowing there will be kacchi on my chollisa,1,1
../dataset/Dataset\Memes\Bangla Thug Life (64).jpg,Bangla Thug Life (64).jpg,When you are stalking someones profile and accidentally like an old picture দেখতে এসে ফেসে গেছি,1,1
../dataset/Dataset\Memes\ovodro_img (26).jpg,ovodro_img (26).jpg,যখন দিনভোরে কাজের পর কষ্ট হয়ে যায় হটাত কেউ আদর করে সামনে যখন ঝুমার ঝুমু দাড়িয়ে থাকে,1,1
../dataset/Dataset\Memes\bangla-memes (54).jpg,bangla-memes (54).jpg,রাতে গরুর গোস্ত দিয়ে ভাত সকালের গরুর গোস্ত দিয়ে নাস্তা আমি দুপুরের গরুর গোস্ত দিয়ে ভাত,1,1
../dataset/Dataset\Memes\bamboo-vaiya (61).jpg,bamboo-vaiya (61).jpg,When your bf has a big dick and says হোগা মারতে চাই খোদার কসম কইতাছি জীবনডা বাইর হইয়া যাইবো,1,1
../dataset/Dataset\Memes\Bangla Thug Life (282).jpg,Bangla Thug Life (282).jpg,Haircut according to our school teachers Good students Bad students Toppers,1,1
../dataset/Dataset\Memes\bamboo-vaiya (392).jpg,bamboo-vaiya (392).jpg,নিজের নুনুটা যতই বড় মনে করস না কেন আশেপাশে সবসময় একজন না একজন থাকবেই যার নুনু তোরটার চেয়ে বড়,1,1
../dataset/Dataset\Memes\nurani-memes (226).jpg,nurani-memes (226).jpg,We have failed you,0,0
../dataset/Dataset\Memes\KAM (256).png,KAM (256).png,মেয়েরা ছুটিতে বাসায় গেলে পাস ফেল বাদ দিয়া মা বাবার একটাই প্রশ্ন একটা প্রস্তাব আসছে দেখবি ছেলেরা বাসায় গেলে মা বাবার প্রশ্ন কবে পাস করবিচাকরি করবি বিয়ার নাম গন্ধ ও নাই,0,0
../dataset/Dataset\Memes\ovodro_img (41).jpg,ovodro_img (41).jpg,ওগো শুনছো I love you চুপ কর বাল আর বলবি না এসব তাহলে কী দিদি বলে ডাকব রোজ Ok bro,1,1
../dataset/Dataset\Memes\KAM (594).jpg,KAM (594).jpg,এক সপ্তাহের মধ্যে সব পর্ণ সাইট বন্ধ লুল তিন দিনের মধ্যেই সব ডাউনলোড করা সম্পূর্ণ,1,1
../dataset/Dataset\Memes\KAM (510).jpg,KAM (510).jpg,যদি তোর Best Frnd আর GF দুইজনে নৌকা থেকে পড়ে ডুবে যাই তাইলে তুই কাকে বাঁচাবি ডুবতে দে শয়তানগুলোকে ওরা দুইজনে নৌকাতে কি করছিল,0,0
../dataset/Dataset\Memes\bamboo-vaiya (45).jpg,bamboo-vaiya (45).jpg,Wonder বউ,1,1
../dataset/Dataset\Memes\Bangla Thug Life (3).jpg,Bangla Thug Life (3).jpg,যখন একা সেলুনে যাই যখন আম্মুর সাথে সেলুনে যাই,0,0
../dataset/Dataset\Memes\nurani-memes (70).jpg,nurani-memes (70).jpg,When your mom says কিরে তর ছোটো ভাই এখনো বাসায় আসেনাই কেন বাইরে গিয়া একটু খোজ নিয়া দেখ না যাইতেসি আম্মু,1,1
../dataset/Dataset\Memes\KAM (194).jpg,KAM (194).jpg,জান একটা কথা বলি বলো চলো নারায়ণগঞ্জ যাই তোমাকে না বলছি আমাকে ভয় দেখাবা না OK,0,0
../dataset/Dataset\Memes\ovodro_img (746).jpg,ovodro_img (746).jpg,জীবনে প্রথমবার প্রেম করে ব্রেকআপ হওয়ার পর পাগল হয়ে যাব আমি পাগল হয়ে যাব,1,1
../dataset/Dataset\Memes\KAM (539).jpg,KAM (539).jpg,৫টি ফুলের নাম বল বিউটিফুল ওয়ান্ডারফুল হাউজফুল ইউজফুলসুইমিংপুল হারামজাদা হারামজাদা না ম্যাম ওটা হার্মফুল,0,0
../dataset/Dataset\Memes\KAM (252).jpg,KAM (252).jpg,চল স্যাররে পিটামু কেন দোস্ত আরে কইছ না মাইয়ারা হাসলে ওইটা দুষ্টামি আমরা হাসলে বেদ্দপি,0,0
../dataset/Dataset\Memes\KAM (26).jpg,KAM (26).jpg,লাজে মরি আমি লাজে মরি ও বেবী তুমি কেন পাও লজ্জা কাছে আসো ভালবাসো চল তুমি আমি করি আজ মজ্জা,1,1
../dataset/Dataset\Memes\direct-offense (73).jpg,direct-offense (73).jpg,No Caption,1,1
../dataset/Dataset\Memes\bamboo-vaiya (315).jpg,bamboo-vaiya (315).jpg,Fuckboi at 3 am বাবু আমার কিছু ভালো লাগতেসে না এই জীবন রেখে কি হবে 14 years old nibbi তর কি ন্যুড লাগব,1,1
../dataset/Dataset\Memes\bangla-memes (155).jpg,bangla-memes (155).jpg,এই মেয়ে তুমি কি হাল টেনে তেল বের করো Wtf না কেন কারন তুমি একটা বলদ,1,1
../dataset/Dataset\Memes\KAM (179).png,KAM (179).png,হেই চিক তোমার নাক কি KATY PERRY আরে আজব কেটে পরবা ক্যান আমি কি খারাপ কিছু বলছি নাকি,0,0
../dataset/Dataset\Memes\ovodro_img (284).jpg,ovodro_img (284).jpg,শুনলাম তুই নাকি প্রেম করছিস অত চিন্তা করিস না ব্রেকআপ হলে পাড়ার ছেলেদের দিয়েই কাজ চালাব,1,1
../dataset/Dataset\Memes\bangla-gag (56).jpg,bangla-gag (56).jpg,কেউ স্বভাবে কেউ অভাবে,0,0
../dataset/Dataset\Memes\Bangla Thug Life (90).jpg,Bangla Thug Life (90).jpg,ও তো মেয়ে ও আমাদের সাথে কিভাবে খেলবে দেখ ভাই আমি চাইলে তোর জীবনটা নিয়েও খেলতে পারি,1,1
../dataset/Dataset\Memes\KAM (180).jpg,KAM (180).jpg,শেষ টেস্টে জয় নিতে গতিতে ফিরতে চায় জিম্বাবুয়ে সাকিব ভাই শুনছেন নাকি কি বলছে হুম আবারও চুলকে দিবো,0,0
../dataset/Dataset\Memes\ovodro_img (38).jpg,ovodro_img (38).jpg,আমার বয়স আরো বেশি হলেও কী আমাকে বিয়ে করতি হ্যাঁ কিন্তু বিয়ের পর কোনরকম দ্বিধাবোধ না করে মা বলে ডাকতাম,1,1
../dataset/Dataset\Memes\nurani-memes (125).jpg,nurani-memes (125).jpg,After missing other 4 waqt salat when I leave home early for Taraweeh My Father,0,0
../dataset/Dataset\Memes\direct-offense (24).jpg,direct-offense (24).jpg,this is girl with shari what the fuck is this,1,1
../dataset/Dataset\Memes\bamboo-vaiya (123).jpg,bamboo-vaiya (123).jpg,when your dick is too small to hold but you want to rub it,1,1
../dataset/Dataset\Memes\Bangla Thug Life (362).jpg,Bangla Thug Life (362).jpg,Me when my male friend says দোস্ত একটা মাইয়া দে এইডা খানকিপাড়া পাইছোছ,1,1
../dataset/Dataset\Memes\ovodro_img (661).jpg,ovodro_img (661).jpg,Nobody অক্ষয় মোল্লা To his মামা খালা চাচার মেয়েঃ Tujhse Mohabbat Ho Gayi Allah Maaf kare,2,2
../dataset/Dataset\Memes\bangla-memes (202).jpg,bangla-memes (202).jpg,Cyclone arrives Sundarban আই অ্যাম সরি তোকে মরতে হবে,0,0
../dataset/Dataset\Memes\ovodro_img (557).jpg,ovodro_img (557).jpg,I love you আমাকে বিয়ে করবে নিজের মুখ কখনও আয়নায় দেখেছিস বান্দরের মত বদন নিয়ে এসেছে আমার সাথে প্রেম করতে আমি সরকারী চাকরি করি ওয়াও i love u কাল তোমার মা বাবাকে পাকা কথা বলতে পাঠিয়ে দিও আমাদের বাড়ি,1,1
../dataset/Dataset\Memes\bangla-memes (196).jpg,bangla-memes (196).jpg,Bangladesh chinos hala joker,1,1
../dataset/Dataset\Memes\Bangla Thug Life (29).jpg,Bangla Thug Life (29).jpg,যখন তুমি পরীক্ষার প্রথম প্রশ্নের দিকে তাকাও,2,2
../dataset/Dataset\Memes\ovodro_img (633).jpg,ovodro_img (633).jpg,অবশেষে খুজে পাওয়া গেল মাধ্যমিকে টপ করে গরীবের বিনামূল্যে চিকিৎসা করা মহিলা,1,1
../dataset/Dataset\Memes\tangaila (178).jpg,tangaila (178).jpg,স্যার প্রাক্টিক্যাল নাম্বার ক্লাসের ফার্স্ট বয়,1,1
../dataset/Dataset\Memes\bamboo-vaiya (346).jpg,bamboo-vaiya (346).jpg,মিথিলা একজন সাধারণ মেয়ে অভিনেত্রী নৃত্যশিল্পী বারোভাতারি,1,1
../dataset/Dataset\Memes\Halal Memes (246).jpg,Halal Memes (246).jpg,বিরাট কোহলির Asianদের মধ্যে সবচেয়ে বেশি ইনস্টাগ্রামে ফলোয়ার হওয়া বিদ্যমান লে আনুশকাঃ Mera Pati Mera Pati,1,1
../dataset/Dataset\Memes\Halal Memes (203).jpg,Halal Memes (203).jpg,Me at 10 Am Ammu তাড়াতড়ি উঠ সকাল হয়ে গেছে My phone আন্টি ও আগেই ঘুমাইছে,0,0
../dataset/Dataset\Memes\KAM (609).jpg,KAM (609).jpg,জানু তুমি কি আমাকে স্বপ্নে দেখো নাহ আমিতো আয়াতুল কুরসি পইড়া ঘুমাই,0,0
../dataset/Dataset\Memes\direct-offense (18).jpg,direct-offense (18).jpg,No one প্রত্যেক বাঙালি বাজারে লাউ কদু কেনার পুর্বে,1,1
../dataset/Dataset\Memes\bamboo-vaiya (253).jpg,bamboo-vaiya (253).jpg,I am in love with the shape of you aww ki cute তোমার দেহ দেইখা প্রেমে পরছি সুন্দরী kuttar baccha,1,1
../dataset/Dataset\Memes\bamboo-vaiya (59).jpg,bamboo-vaiya (59).jpg,ALWAYS USE CONDOMS durex BRAZZERS Prega News,1,1
../dataset/Dataset\Memes\ovodro_img (604).jpg,ovodro_img (604).jpg,এই গরমের দুপুরে যদি তুমি বেশি ভাত খেয়ে নাও,2,2
../dataset/Dataset\Memes\KAM (785).jpg,KAM (785).jpg,রেজাল্ট খারাপ হলে রিকশা কিনে দিবো কিনেই যখন দিবা একটা অটো রিকশা কিনে দিয়ো চালাতে কষ্ট কম হবে,0,0
../dataset/Dataset\Memes\bangla-memes (172).jpg,bangla-memes (172).jpg,Bangladesh under19 team Bangladesh National Cricket team,1,1
../dataset/Dataset\Memes\direct-offense (7).jpg,direct-offense (7).jpg,মেয়েরা কাপড় চেঞ্জ করার সময় হঠাত করে যখন কেউ রুমে ডুকে পড়ে তখন মেয়েরা,1,1
../dataset/Dataset\Memes\KAM (704).jpg,KAM (704).jpg,প্রতিদিন সবাই একসাথে ক্লাসে আসে আর তুই একা দেরিতে আসোস কেন ম্যাম গরুছাগল পাল ধরে চলে আর সিংহ একাই চলে,0,0
../dataset/Dataset\Memes\tangaila (185).jpg,tangaila (185).jpg,ছেলের বাসা কই ছেলের বাসা টাংগাইল বাবা আমি রাজি,0,0
../dataset/Dataset\Memes\bamboo-vaiya (200).jpg,bamboo-vaiya (200).jpg,চাঁদ চাঁদ দেখা কমিটি,0,0
../dataset/Dataset\Memes\ovodro_img (655).jpg,ovodro_img (655).jpg,যখন মনে পড়ে তুমি চুষতে নয় চাটাতে ভালোবাসো,1,1
../dataset/Dataset\Memes\tangaila (129).jpg,tangaila (129).jpg,শুধু খেলার জন্য নয় চাপাবাজীর জন্য হলেও ডাক দিয়েন,1,1
../dataset/Dataset\Memes\tangaila (48).jpg,tangaila (48).jpg,Tahseenation salman jessia,1,1
../dataset/Dataset\Memes\ovodro_img (653).jpg,ovodro_img (653).jpg,ওই দেখ একটা ছেলে Message করছে reply করব কী sorry আমরা reply দিই না আমরা ভাও খাই,1,1
../dataset/Dataset\Memes\KAM (179).jpg,KAM (179).jpg,যদি কোন মেয়ে বলে দাঁড়াও আমি ১ মিনিটের ভেতর রেডি হয়ে আসছি তবে চিন্তা করবেন না আপনি জুতা মোজা লাত্থি মেরে ফেলে টিভিতে ম্যাচ দেখা শুরু করতে পারেন,0,0
../dataset/Dataset\Memes\KAM (70).jpg,KAM (70).jpg,স্যার আজকে গাছে ফুল ফুটেছে এর মানে বুঝলা দ্যায়া কি স্যার এর মানে আজ বসন্ত,0,0
../dataset/Dataset\Memes\bangla-memes (60).jpg,bangla-memes (60).jpg,Moments after you type আমিন on a religious post on facebook আখেরাতের পাসপোর্ট বেহেশতের ভিসা,0,0
../dataset/Dataset\Memes\bamboo-vaiya (280).jpg,bamboo-vaiya (280).jpg,Gonna tell my kids that he is a সাপোজিটার ডোজ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (469).jpg,bamboo-vaiya (469).jpg,অন্যের চোষা কাঁঠালের বিচির ভর্তা খাওয়া বাঙালি করোনাভাইরাস,1,1
../dataset/Dataset\Memes\ovodro_img (725).jpg,ovodro_img (725).jpg,Demand Job ডিম and ভাত,1,1
../dataset/Dataset\Memes\KAM (182).png,KAM (182).png,এতো কষ্ট করে দেখা করতে আসছিলাম আর আপনি আমাকে ঢুকতে দেন নাই চুপ থাকেন আপনে দেখা করতে কম খোটা মারতে বেশি আসছিলেন,1,1
../dataset/Dataset\Memes\KAM (187).jpg,KAM (187).jpg,GF খুব পেরা দেয় কি করি বলতো গুম কইরা দে,0,0
../dataset/Dataset\Memes\Halal Memes (119).jpg,Halal Memes (119).jpg,Me On every Eid when I was 8 years old,2,2
../dataset/Dataset\Memes\ovodro_img (789).jpg,ovodro_img (789).jpg,যখন আমি ঘুরতে যাওয়ার জন্য কাওকে খুজে পাই না,1,1
../dataset/Dataset\Memes\ovodro_img (235).jpg,ovodro_img (235).jpg,I LOVE YOU love u 2 কে তুই BC ওরে পালা রে এটা কোন বিভূতি আন্টি,1,1
../dataset/Dataset\Memes\Bangla Thug Life (418).jpg,Bangla Thug Life (418).jpg,খেলেধুলায় বাড়ি বল মাদক ছেড়ে খেলতে চল মাদকদ্রব্য নিয়ন্ত্রণ অধিদপ্তর চল নিমাই খেলি,1,1
../dataset/Dataset\Memes\KAM (505).jpg,KAM (505).jpg,জান তোমার ফেসবুকের পাসওয়ার্ডটা দিবা আমার ফেসবুকে তো কোনো পাসওয়ার্ড নাই,0,0
../dataset/Dataset\Memes\ovodro_img (771).jpg,ovodro_img (771).jpg,এই প্রথমবার ঘোষ পদবির কোন মেয়ে তার টাইটেলের ভারসাম্য বজায় রাখতে পেরেছে,1,1
../dataset/Dataset\Memes\nurani-memes (11).jpg,nurani-memes (11).jpg,If winning LOTTERY was an olympic Sport Le জসীম,0,0
../dataset/Dataset\Memes\bangla-memes (84).jpg,bangla-memes (84).jpg,enters shop Ammu এই ড্রেসটার দাম কত Shopkeeper একদম 3500 টাকা Ammu 500 দিবেন Me,0,0
../dataset/Dataset\Memes\KAM (393).jpg,KAM (393).jpg,আপা কি করেন রান্না করি ও আচ্ছা বাসায় কুকুর আছে না কেন তাইলে খাবার খাবে কে তার বাসার সামনে আরো তিনটা বালুর ট্রাক দাও,1,1
../dataset/Dataset\Memes\Bangla Thug Life (143).jpg,Bangla Thug Life (143).jpg,The girl you like Her husband Her ex husband Her ex boyfriend Her just friend YOU,1,1
../dataset/Dataset\Memes\tangaila (307).jpg,tangaila (307).jpg,কানিজ ফাতেমা তুই আর আমি তো একই,2,2
../dataset/Dataset\Memes\Halal Memes (72).jpg,Halal Memes (72).jpg,গালি দিলে রোজা হালকা হয়ে যাবে লিখে গালি দিলে কিচ্ছু হবেনা,2,2
../dataset/Dataset\Memes\ovodro_img (145).jpg,ovodro_img (145).jpg,চা দিয়েছো ঠিক আছে কিন্তু দুধ চা নয় কেন যার বন্ধুগুলো এত ঢ্যামনা সে দুধ চা চায় কোন আশায়,1,1
../dataset/Dataset\Memes\ovodro_img (529).jpg,ovodro_img (529).jpg,কী ভাবছো এতো মিমি যদি নিজের স্বার্থের জন্য ভোটে না দাঁড়িয়ে থাকে তবে পশ্চিমবঙ্গে TMC এর হয়ে ভোটে দাড়ালো কেন,1,1
../dataset/Dataset\Memes\KAM (115).jpg,KAM (115).jpg,তোমার বেস্ট ফ্রেন্ড এর ওপর ইংরেজিতে একটি প্যারাগ্রাফ লিখো ম্যাডাম একটা প্রশ্ন হারামি ইংলিশ কি,0,0
../dataset/Dataset\Memes\Bangla Thug Life (242).jpg,Bangla Thug Life (242).jpg,Nobody Almost every feminist be like বয়ফ্রেন্ড দিয়ে কি করবি চল আমরাই বিয়ে করে ফেলি,1,1
../dataset/Dataset\Memes\tangaila (336).jpg,tangaila (336).jpg,I have to say ঐ সাইডের ওটার থেকে এইটা বেশি ভাল,1,1
../dataset/Dataset\Memes\Halal Memes (180).jpg,Halal Memes (180).jpg,যখন তোমার আব্বু তোমার রুমে প্রবেশ করে তুমি পড়ো কিনা তা দেখত লে তুমিঃ,0,0
../dataset/Dataset\Memes\ovodro_img (174).jpg,ovodro_img (174).jpg,যখন মেয়েরা তার ক্রাশ কে পাঞ্জাবী পরা অবস্থায় আর মুখে চাপ দাড়িতে দেখে,1,1
../dataset/Dataset\Memes\Halal Memes (329).jpg,Halal Memes (329).jpg,অনেক দিন পর রাস্তায় যখন ক্রাশকে দেখিঃ বুকে চিন চিন করছে হায় মন তোমায় কাছে চায়,1,1
../dataset/Dataset\Memes\direct-offense (42).jpg,direct-offense (42).jpg,She আস্তে জান CNG Driver আস্তেই তো যাচ্ছি আপা She আপনাকে বলি নাই আমার bf কে বলছি CNG Driver,1,1
../dataset/Dataset\Memes\bamboo-vaiya (398).jpg,bamboo-vaiya (398).jpg,শেষ বারের মতো জিজ্ঞেস করছি আমরা কি ছেলে না,1,1
../dataset/Dataset\Memes\KAM (3).png,KAM (3).png,মার্ক ভাই আপনি এত সফল কেমনে আমি সফল কারণ আমি স্কুল কলেজে থাকতে ফেসবুক ছিল না,0,0
../dataset/Dataset\Memes\KAM (233).png,KAM (233).png,ছেলেদের কথা এক কান দিয়ে ডুকে আরেক কান দিয়ে বের হয়ে যায় মেয়েদের কথা দুই কান দিয়ে ডুকে কিন্তু সব মুখ দিয়ে বের হয়ে যায়,0,0
../dataset/Dataset\Memes\KAM (39).png,KAM (39).png,জিয়া রে জিয়া রে এডা কি গাইলি রে,0,0
../dataset/Dataset\Memes\ovodro_img (763).jpg,ovodro_img (763).jpg,স্ত্রি এবং স্ত্রী এর পার্থক্য জামা প্যান্ট সোজা করে প্যান্টের ভিতরের জিনিস সোজা করে,1,1
../dataset/Dataset\Memes\bamboo-vaiya (183).jpg,bamboo-vaiya (183).jpg,যা বলার বলে নে মুড়ি মাখানিতে জিলাপি দিসোস কেন অশিক্ষিত মহিলা,1,1
../dataset/Dataset\Memes\Halal Memes (349).jpg,Halal Memes (349).jpg,আম্মু যখন খালামনিকে ফোন দেয় সিম কোম্পানিঃ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (207).jpg,bamboo-vaiya (207).jpg,গ্রামের চাচাতো ভাই haircut on Eid day,1,1
../dataset/Dataset\Memes\Halal Memes (320).jpg,Halal Memes (320).jpg,২০ জনের ট্যুর প্লানের পর ট্যুরের দিন আমরা মাত্র ২ জন উপস্থিত ছিলো তো অনেকেই পথে কতজনরে হারাইলাম,2,2
../dataset/Dataset\Memes\KAM (287).jpg,KAM (287).jpg,ব্রাজিল এবং আর্জেন্টিনার সমর্থকরা নিজের দল জেতার থেকে অন্য দলের হারের জন্য বেশি দোয়া করে,0,0
../dataset/Dataset\Memes\bangla-gag (62).jpg,bangla-gag (62).jpg,HOW TO BE A SUJOGGO PATRO IN BANGLADESH DOESNT NECESSARY TO BE HANDSOME 6 DIGIT SALARY ATLEAST YOU MUST HAVE A COROLLA GULSHANBARIDHARA BARI MUST,1,1
../dataset/Dataset\Memes\ovodro_img (598).jpg,ovodro_img (598).jpg,এ কী ফাদে ফেললে আমায় ঠাকুরপো কামের ফাদ বৌঠান যে ফাদে তুমি আমায় রোজ ফেলো,1,1
../dataset/Dataset\Memes\ovodro_img (537).jpg,ovodro_img (537).jpg,আমার যাকে ভালো লাগে তার সাথে প্রেম করি আর আমার যাকে ভালো লাগে তাকে বিয়ে করি,1,1
../dataset/Dataset\Memes\KAM (189).jpg,KAM (189).jpg,সাকিব কাদিস কেন শিশিরের বাপের বাড়ি নারায়ণগঞ্জ,0,0
../dataset/Dataset\Memes\bangla-memes (9).jpg,bangla-memes (9).jpg,waiter serving biriyani rich friend across the table bring a fork and spoon for me please us,2,2
../dataset/Dataset\Memes\Bangla Thug Life (309).jpg,Bangla Thug Life (309).jpg,প্রবাস থেকে দীর্ঘদিন পরে দেশে আসার পর বউয়ের সাথে প্রথম রাত্রিযাপনে স্বামীঃ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (267).jpg,bamboo-vaiya (267).jpg,নানাঃ আমার চশমাটা দিস ত নানুভাই আপনিঃ কই নানাঃ তোর নানীর পুটকি সই আপনিঃ নানাঃ নানীঃ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (167).jpg,bamboo-vaiya (167).jpg,যখন আপনার বন্ধুরা আপনার ক্রাশের সামনে আপনার নাম ধরে ডাকতে থাকে ভাই এগুলা বন্ধ করেন আল্লাহর ওয়াস্তে,1,1
../dataset/Dataset\Memes\KAM (678).jpg,KAM (678).jpg,আচ্ছাখেলাশেষে আপনি তামিমকে ধাক্কা মারসেন কেনআমাদের বাপদাদারা এই অঞ্চলগুলো একসময় শাসন করে গেসে তাই একটু গায়ের জোর দেখাইলাম আর কি,1,1
../dataset/Dataset\Memes\tangaila (139).jpg,tangaila (139).jpg,Munni Saha Apnar onubhuti ki,1,1
../dataset/Dataset\Memes\Bangla Thug Life (376).jpg,Bangla Thug Life (376).jpg,মেয়েরা প্রেম করার আগে প্রেম করার দুইমাস পর,1,1
../dataset/Dataset\Memes\tangaila (249).jpg,tangaila (249).jpg,চলে আয় বিনোদন পাওয়া গেছে,2,2
../dataset/Dataset\Memes\ovodro_img (647).jpg,ovodro_img (647).jpg,যখন মেয়ে দেখতে আসা পাত্রপক্ষ জিজ্ঞাসা করে তুমি কচুর শাক দিয়ে ইলিশ মাছের মাথা রাঁধতে জানো তোর বাবার বিচি রেঁধে দেবো খাবি,1,1
../dataset/Dataset\Memes\KAM (182).jpg,KAM (182).jpg,কেউ কি আমাকে বলতে পারবে আমি কী করব মুহম্মদ জাফর ইকবাল কি করবি বইলাতো আমায় বাশ মেরে দিলিরে,1,1
../dataset/Dataset\Memes\ovodro_img (87).jpg,ovodro_img (87).jpg,হামে কয়ি সুপার পাওয়ার চাহিয়ে আমি চিট্টি যাচ্ছি ওই শয়তান কে মারতে একি আমার এমন রূপ হয়ে যাচ্ছে কেন,1,1
../dataset/Dataset\Memes\direct-offense (65).jpg,direct-offense (65).jpg,ami bajar e jachii kono dushtami korish na Ok ammu BRAZZERS Amio aktu bazar e jai,1,1
../dataset/Dataset\Memes\ovodro_img (727).jpg,ovodro_img (727).jpg,After break up Boys Girls ও ব্যাসিকালি আমাকে ইউস করার জন্য প্রেম করেছে ইউস করার শেষে ছুড়ে ফেলে দিয়েছে,1,1
../dataset/Dataset\Memes\ovodro_img (212).jpg,ovodro_img (212).jpg,Ronaldo কে ছাড়াই আমরা খেলতে পারি বাবা Luca Modric 5 গোলে পেট ভরসে,1,1
../dataset/Dataset\Memes\tangaila (149).jpg,tangaila (149).jpg,দেশ বিদেশে থাকা উদ্ভাসের সাবেক শিক্ষার্থীগন,1,1
../dataset/Dataset\Memes\ovodro_img (320).jpg,ovodro_img (320).jpg,ওওওওওওও কলঙ্কিনী রাধাআআআআ Ara betichod,1,1
../dataset/Dataset\Memes\Halal Memes (73).jpg,Halal Memes (73).jpg,হঠাত ছোট বোনের আদর্শ লিপি বই নিয়ে ঘাটাঘাটি করার কারন জানতে চাওয়া আমার আম্মু ২মাস পড়াশুনা না করে বাংলা অক্ষর ভুলে যাওয়ায় আদর্শ লিপি বই পড়া আমি Halal memes,0,0
../dataset/Dataset\Memes\direct-offense (34).jpg,direct-offense (34).jpg,লকডাউন শেষে অনেকদিন পর আমার সাথে দেখা বলে ইমোশনাল হয়ে কান্না করা বন্ধু তার নাম ভুলে যাওয়া আমি,0,0
../dataset/Dataset\Memes\bangla-memes (39).jpg,bangla-memes (39).jpg,আমার মনে হয় এখন একজন পুরুষ প্রধানমন্ত্রীর প্রয়োজন খালেদা জিয়া এবং শেখ হাসিনাঃ,1,1
../dataset/Dataset\Memes\ovodro_img (380).jpg,ovodro_img (380).jpg,পুলিশ চোরের প্রেমে পড়েছে এ অপজিশন কা চক্রান্ত হ্যায়,1,1
../dataset/Dataset\Memes\nurani-memes (230).jpg,nurani-memes (230).jpg,Watches a Tv show for the first time Money Heist Fans বেলা শাও বেলা শাও শোনো পৃথিবীর সেরা শো এইটা বারলিন একটা মাল প্রফেসর চসমায় টোকা দিলে আমার orgasm হইয়া যায়,1,1
../dataset/Dataset\Memes\tangaila (45).jpg,tangaila (45).jpg,জামাই দেখি ভুমিকম্প এক্সপার্ট,1,1
