Image_path,image_name,Captions,Label_Sentiment
../dataset/Dataset\Memes\KAM (252).jpg,KAM (252).jpg,চল স্যাররে পিটামু কেন দোস্ত? আরে কইছ না! মাইয়ারা হাসলে ওইটা দুষ্টামি আমরা হাসলে বেদ্দপি,positive
../dataset/Dataset\Memes\KAM (252).png,KAM (252).png,তুমি কথা না বললে বুকে অনেক ব্যথা হয় ঠিক মত পানি খাও এটা গ্যাস্ট্রিকের ব্যথা,positive
../dataset/Dataset\Memes\KAM (253).jpg,KAM (253).jpg,মেয়ে ৯৯% ই ভাল! খালি কয়েকটা বয়ফ্রেন্ড ছিল আর কি আধুনিক মেয়ে তো,negative
../dataset/Dataset\Memes\KAM (253).png,KAM (253).png,"পরীক্ষার হলে টিচার গুলা এমন ভাবে গার্ড দেয় যেন ওনারা কোন দিন স্টুডেন্ট ছিল না, জন্মগত ভাবেই টিচার হয়ে এসেছে",positive
../dataset/Dataset\Memes\KAM (254).jpg,KAM (254).jpg,3 idiots মুভি দেখে কি শিখলা? কিস করার সময় নাক মাঝখানে আসেনা!,positive
../dataset/Dataset\Memes\KAM (254).png,KAM (254).png,"নিজের ভাষার জন্য রক্ত দিছি! এখন, অন্যের ভাষার জন্য IELTS দেওয়া লাগে!",positive
../dataset/Dataset\Memes\KAM (255).jpg,KAM (255).jpg,এই বোকার দল মেহমানদের সাথে কেউ এরকম করে! বাংলাওয়াশ  করে দিলি! বিজয়ের মাস বলে কথা বাংলাওয়াশ না করলে চলে! আবার জিগায়!!!,positive
../dataset/Dataset\Memes\KAM (255).png,KAM (255).png,আমাদের সবার এমন একজন বন্ধু থাকে যেবার মাসে তের বার ছ্যাঁক খায় আর সে প্রতিটা মেয়েকে সিরিয়াস ভালোবাসতো,positive
../dataset/Dataset\Memes\KAM (256).jpg,KAM (256).jpg,তামিমের রান্না করা নুডলস শ্রীলঙ্কা ০ রান স্কটল্যান্ড ৯৫ রান ইংল্যান্ড ২ রান,positive
../dataset/Dataset\Memes\KAM (256).png,KAM (256).png,"মেয়েরা ছুটিতে বাসায় গেলে পাস ফেল বাদ দিয়া মা বাবার একটাই প্রশ্ন "" একটা প্রস্তাব  আসছে, দেখবি?"" ছেলেরা বাসায় গেলে মা বাবার প্রশ্ন "" কবে পাস করবি?,চাকরি করবি?"" বিয়ার নাম গন্ধ ও নাই!!",positive
../dataset/Dataset\Memes\KAM (257).jpg,KAM (257).jpg,ভাইয়া আপনার next সিনেমার শুটিং শুটিং কি বিদেশে হবে??? না ভাইয়া এইবার বিদেশে করবো না! তাহলে বাংলাদেশেই শুটিং করছেন? না এইবার শুটিং ইন্ডিয়াতে করবো!,negative
../dataset/Dataset\Memes\KAM (257).png,KAM (257).png,*সেহরির শেষ সময়ে পানি খাওয়া জীবনে আবার কখন পানি খাইতে পারি না পারি!,positive
../dataset/Dataset\Memes\KAM (258).jpg,KAM (258).jpg,প্রতিবারই রেজাল্টের পর পত্রিকার শিরোনামে আসে মেয়েদের ছবি! ক্যারে ফইন্নির ঘরে ফইন্নি পাস কি শুধু মাইয়্যারাই করে?,positive
../dataset/Dataset\Memes\KAM (258).png,KAM (258).png,"এখন তো কাউকে রেললাইনে শুয়ে থাকতে দেখলেও বোঝা মুশকিল, আত্নহত্যা করতে এসেছে নাকি ছবি তলার জন্য পোস দিচ্ছে!!!",positive
../dataset/Dataset\Memes\KAM (259).jpg,KAM (259).jpg,"দোস্ত! আমার নামতো লাল মিয়া কিন্তু ভুলে id কার্ড তে বাল মিয়া আসছে ভালতো, এবার নির্বাচন অফিসে গিয়ে বল "" স্যার, আমার বাল কেটে লাল করে দিন।""",positive
../dataset/Dataset\Memes\KAM (259).png,KAM (259).png,পাগলা শেয়াল ভাঙ্গা দেয়াল আর মেয়েদের খেয়াল এই তিনটাকে কখনো বিশ্বাস করতে নেই,positive
../dataset/Dataset\Memes\KAM (260).jpg,KAM (260).jpg,"তো শার্লক, এবার কে বিশ্বকাপ জিতবে বলে মনে করো? যে দল গ্রুপ পর্ব পার করে সেকেন্ড রাউন্ড, কোয়ার্টার ফাইনাল, সেমি ফাইনাল আর ফাইনালে জিতবে ওহ, তাই নাকি? জানতাম না তো!",positive
../dataset/Dataset\Memes\KAM (260).png,KAM (260).png,আগে মানুষ গরুর সাথে কাউফি তুলতো আর এখন গরুর সাথে লাইভে আসে!,positive
../dataset/Dataset\Memes\KAM (261).jpg,KAM (261).jpg,পড়াশুনা না করেই ভালো পরীক্ষা দিছি! পরীক্ষা ভালো হলে...পরীক্ষা খারাপ হলে পড়লে ঠিকই ভালো করতে পারতাম!,positive
../dataset/Dataset\Memes\KAM (262).jpg,KAM (262).jpg,যখন গার্লফ্রেন্ড থাকেঃ গার্লফ্রেন্ড এত প্যারা দেয় ক্যারে? যখন গার্লফ্রেন্ড থাকে নাঃ আমার গার্লফ্রেন্ড নাই ক্যারে?,positive
../dataset/Dataset\Memes\KAM (263).jpg,KAM (263).jpg,এইবার তোর জন্মদিনে কয়েকটা ফকিরকে দাওয়াত দিস দোস্ত আম্মু তোদের সবাইকে দাওয়াত দিছে,positive
../dataset/Dataset\Memes\KAM (264).jpg,KAM (264).jpg,"সবকিছু করার একটা নির্দিষ্ট যায়গা আছে, যেখানে বইসা কাজ করলে মনোযোগ দেয়া যায়! কিন্তু শালার পড়ালেখা... যেখানেই পড়ি না কেন, মনোযোগ দেয়াই যায় না!",positive
../dataset/Dataset\Memes\KAM (265).jpg,KAM (265).jpg,টুর্নামেন্ট শুরুর আগে মাশরাফি আর চিকুম্বুরার হাতে দেখলাম এক ট্রফি টুর্নামেন্ট শেষ হওয়ার পর প্রধানমন্ত্রী দিলেন আর এক ট্রফি,positive
../dataset/Dataset\Memes\KAM (266).jpg,KAM (266).jpg,"স্যার, আমার ছেলেকে আপনার স্কুলে স্পোর্টস কোটায় ভর্তি করাতে চাই ওহ, আচ্ছা! কোন খেলায় দক্ষ আপনার ছেলে? Clash of clans",positive
../dataset/Dataset\Memes\KAM (267).jpg,KAM (267).jpg,জান ওয়ার্ল্ডকাপ তোমার পছন্দের দল কোনটা?  নেদারল্যান্ড আর অপছন্দের দল? হল্যান্ড এতগুলা পচা,positive
../dataset/Dataset\Memes\KAM (268).jpg,KAM (268).jpg,*আম্মু আর কয়টা সেমিস্টার লাগবে ভার্সিটি পাশ করতে *আমি মনে করো সংখ্যাটি x,positive
../dataset/Dataset\Memes\KAM (269).jpg,KAM (269).jpg,পাখি ড্রেস দেখছেন!  মেয়েদের প্রধান আকর্ষণ শুধু একটাই সমস্যা আসলে এটা আনারকলির নকল!,positive
../dataset/Dataset\Memes\KAM (270).jpg,KAM (270).jpg,সম্প্রতি এক গবেষণায় প্রমাণিত হয়েছে যে... ঘুমের ট্যাবলেট এর চেয়ে পড়ার টেবিল বেশি কার্যকরী!,positive
../dataset/Dataset\Memes\KAM (271).jpg,KAM (271).jpg,"বিশ্বকাপের সময় যা হবে আর কি! জান, কি কর? কথা বলব হামারজাদী, বলছিনা আমি খেলা দেখার সময় কথা বলা পছন্দ করিনা",positive
../dataset/Dataset\Memes\KAM (272).jpg,KAM (272).jpg,"সবাই বলে ছেলে হোক, মেয়ে হোক, দুটি সন্তানই যথেষ্ট কিন্তু কেউ বলে না সাবজেক্ট যাই হোক, CGPA-2 ই যথেষ্ট",positive
../dataset/Dataset\Memes\KAM (273).jpg,KAM (273).jpg,THEN: তোমার সাথে রাতে কথা না বললে আমার ঘুমই হয় না AWWWW NOW: এই তুমি আমাকে আর আগের মত ফোন দাও না ক্যান? আরে FIFA WC দেখতেছি পরে ফোন দাও তো,positive
../dataset/Dataset\Memes\KAM (274).jpg,KAM (274).jpg,শাকিরার শ্বশরবাড়ি হারসে কিন্তু বাপেরবাড়ি জিতসে,positive
../dataset/Dataset\Memes\KAM (275).jpg,KAM (275).jpg,জান তুমি আমায় কতো ভালোবাসো! জিরো ফেসবুকের মতো!,positive
../dataset/Dataset\Memes\KAM (276).jpg,KAM (276).jpg,"জান, জানো আমার না ফেমাস হওয়ার খুব শখ...কি করা যায়? ও তাই, মানুষ মরে গেলেও কিন্তু ফেমাস হয়...",negative
../dataset/Dataset\Memes\KAM (277).jpg,KAM (277).jpg,"দোস্ত চিনির ডিব্বায় খালি পিঁপড়া ধরে তোর বাসায় এরকম হয়না! আরে বলদ!!! আমি চিনির ডিব্বায় লবন লিখা রাখছি, যাতে পিঁপড়া না ধরে!!!",positive
../dataset/Dataset\Memes\KAM (278).jpg,KAM (278).jpg,WE ARE GERMAN এখন আমরাই বিশ্বসেরা যতই সেরা হও না কেন! সেমি ফাইনালে ঘানার সাথেও হারবা,negative
../dataset/Dataset\Memes\KAM (279).jpg,KAM (279).jpg,এই জানস বায়ার্ন মিউনিখ তোহ আর চ্যাম্পিয়ন্স লীগে ভালো খেলতে পারবে না কি বলস? কেন পারবে না? আরে দেখস নাই জার্মানি তোহ ওদের সব ভালো ভালো খেলোয়াড়দের কিনে ফেলসে,positive
../dataset/Dataset\Memes\KAM (280).jpg,KAM (280).jpg,আর্জেন্টিনা ফ্যানস আমরা এই রোবেনকে ভই পাই না আমরা এই রোবেনকে ভই পাই,negative
../dataset/Dataset\Memes\KAM (281).jpg,KAM (281).jpg,সরকার তো যানজট নিরসনে কিচ্ছু করতে পারলো না... তাই অবরোধ দিয়া কিছুটা যানজট নিরস্ন কইরা দিলাম আরকি!,negative
../dataset/Dataset\Memes\KAM (282).jpg,KAM (282).jpg,বুস্ট প্রতিদিন ১২০ দিন ফহিন্নিরে ফহিন্নি কত ১২০ দিন আইলো আর গেলো কিন্তু তোরা খেলতে শিখলি না!,negative
../dataset/Dataset\Memes\KAM (283).jpg,KAM (283).jpg,আপনার মাকে বাঁচাতে হলে একদিন এর মধ্যে ২০ লক্ষ টাকা দিতে হবে ডাক্তার সাহেব আমি রিকশা চালাবো তাও একদিনে আপনাকে ২০ লক্ষ টাকা এনে দিবো আপনি শুধু আমার মাকে বাঁচান ফইন্নির ঘরে ফইন্নি কয় কি আমি ১০ বছর ডাক্তারী কইরা ১ দিনে ২০ লক্ষ টাকা কামাইতে পারি নাই আর এই হামলায় বলে রিকশা চালাইয়া কামাইবো!!,positive
../dataset/Dataset\Memes\KAM (284).jpg,KAM (284).jpg,কি মেসি...?? তুমি ফাইনাল হাইরা গেলা কেন...!! কি করবো বলেন...?? আমি তো আপনার মতো চুরি চামারি শিখি নাই,negative
../dataset/Dataset\Memes\KAM (285).jpg,KAM (285).jpg,"ফইন্নিডি VIBER,WHATSAPP,FACEBOOK সব ফ্রি কইরা দিতে পারে!! তাইলে ফইন্নিডি clash of clans ফ্রি কইরা দেয় না ক্যারে!!!",negative
../dataset/Dataset\Memes\KAM (286).jpg,KAM (286).jpg,"আগে মানুষ DSLR কিনত ভাল ছবি তোলার জন্য এখন কিনে, ভাব নিতে, পেজ খুলতে, ব্যাবসা করতে গার্লফ্রেন্ড বানাইতে আর নিজেরে ফটোগ্রাফার উপাধি দিতে",positive
../dataset/Dataset\Memes\KAM (287).jpg,KAM (287).jpg,ব্রাজিল এবং আর্জেন্টিনার সমর্থকরা নিজের দল জেতার থেকে অন্য দলের হারের জন্য বেশি দোয়া করে!,positive
../dataset/Dataset\Memes\KAM (288).jpg,KAM (288).jpg,জান পানি খেলে কি রোজা ভাঙ্গে? না জান তবে পানি পান করলে রোজা ভাঙ্গে,positive
../dataset/Dataset\Memes\KAM (289).jpg,KAM (289).jpg,"বয়ফ্রেন্ডঃ তুমি আর পাঁচটা মেয়ের চেয়ে আলাদা গার্লফ্রেন্ডঃ অনেক ধন্যবাদ, কিন্তু তুমি কিভাবে বুঝলে? বয়ফ্রেন্ডঃ তোমার হালকা গোঁফ আছে",positive
../dataset/Dataset\Memes\KAM (290).jpg,KAM (290).jpg,শুধু বেলাউজের উপর দিয়া আঁচল টানলেই কি শাড়ি পিন্দা হয়? শাড়ি গলায় পেচাইলেও পিন্দা হয় বেলাউজের ভিত্রে দিয়া আঁচল টানলেও পিন্দা হয়,negative
../dataset/Dataset\Memes\KAM (291).jpg,KAM (291).jpg,"মেয়েরা জাতীয় সঙ্গীত পারেনা, প্রমাণ চান? পারলে বলো তো মেয়েরা, জাতীয় সঙ্গীতের দ্বিতীয় লাইন কি?? কি চুপ কইরা আছো কেন?",positive
../dataset/Dataset\Memes\KAM (292).jpg,KAM (292).jpg,তোমরা সব ছেলেরাই একইরকম বুঝলা তোমারে কে বলছিল সব ছেলেদের টেস্ট করতে!,positive
../dataset/Dataset\Memes\KAM (293).jpg,KAM (293).jpg,কি মেসি...?? তুমি ফাইনাল হাইরা গেলা কেন...!! কি করবো বলেন...??আমি তো আপনার মতো চুরি চামারি শিখি নাই,negative
../dataset/Dataset\Memes\KAM (294).jpg,KAM (294).jpg,জানো আমি লাক্সের সাবান ব্যবহার করি তুমি...আমি আল হালালের আমি OLAY ক্রিম ব্যবহার করি তুমি...আল হেলালের আচ্ছা আল হেলাল কি বড় ইন্টারন্যাশনাল ব্রান্ড? নাহ! আমার রুমমেটের নাম আল হেলাল,positive
../dataset/Dataset\Memes\KAM (295).jpg,KAM (295).jpg,গার্লফ্রেন্ডঃ তুমি আমাকে কতটুকু ভালবাসো?? বয়ফ্রেন্ডঃ আমার হৃদয়টা  একটা মোবাইল আর তুমি তার সিম কার্ড গার্লফ্রেন্ডঃ oh god!! আমি কতাও লাকি!! বয়ফ্রেন্ডঃ (মনে মনে) thank god ও বুঝেনি যে মোবাইলটা DUAL সিম ওয়ালা!!,positive
../dataset/Dataset\Memes\KAM (296).jpg,KAM (296).jpg,কি লেখসো? আমি আমার বাবা-মা সহ আমাদের পরিবারের... সবাই আমরা আওয়ামীলীগ করি! আয় বাবা বুকে আয়য়য়!!!,negative
../dataset/Dataset\Memes\KAM (297).jpg,KAM (297).jpg,মন বসে না পড়ার টেবিলে তাইলে খাটে বইসা পড়,positive
../dataset/Dataset\Memes\KAM (298).jpg,KAM (298).jpg,আমরা কোথায় যাচ্ছি? GORUR হাটে তাই GORU কিনতে? না তোমায় বিক্রি করতে!,positive
../dataset/Dataset\Memes\KAM (299).jpg,KAM (299).jpg,রবি ঠাকুরের আগের নাম কি ছিলো?? একটেল ঠাকুর!! কেননা একটেল  এখন রবি!!,positive
../dataset/Dataset\Memes\KAM (300).jpg,KAM (300).jpg,সৌভাগ্যবান হলো সেই ব্যক্তি যার বউ ফুটবল /ক্রিকেট ফ্যান! সৌভাগ্যবতী হলো সেই নারী যার জামাই সিরিয়ালের ফ্যান! সবচেয়ে দুর্ভাগ্য সেই কাপলের জন্য যেখানে মেয়েটি স্পোর্টস ফ্যান আর ছেলেটি সিরিয়ালের ফ্যান!,positive
../dataset/Dataset\Memes\KAM (301).jpg,KAM (301).jpg,প্রধানমন্ত্রীকে বিয়ের দাওয়াত দিলেন মুশফিকুর রহিম!!! হ্যালো পাপন মুশফিক এর বিয়ে কি বন্ধ করা যায় না? কিছু পোড়ার গন্ধ পাচ্ছি...,negative
../dataset/Dataset\Memes\KAM (302).jpg,KAM (302).jpg,আমায় একটা পাখি ড্রেস কিনে দিবা? পাখিরা আবার ড্রেস পড়লো কবে যে তুমি পাখির ড্রেস পড়বা!,positive
../dataset/Dataset\Memes\KAM (303).jpg,KAM (303).jpg,সাংবাদিকদের...বাঁশ দিতাম!! তর মাইয়াও না সাংবাদিক??,negative
../dataset/Dataset\Memes\KAM (304).jpg,KAM (304).jpg,"কারেন্ট চলে গেলে তোমরা কি দেখতে পাও? আমাদের ভবিষ্যত কিভাবে? আপনিই তোহ বলেন, আমাদের ভবিষ্যত অন্ধকার",positive
../dataset/Dataset\Memes\KAM (305).jpg,KAM (305).jpg,"ছাকিব তোর বুদ্ধির পরীক্ষা করি বলতো আমার হাত কয়টা??? কয়টা আবার দুইটা দূর বলদ আমার হাত তিনটা ডানহাত, বামহাত আর অজুহাত!",positive
../dataset/Dataset\Memes\KAM (306).jpg,KAM (306).jpg,সাকিব বলদ দেখবি? কই দেখা! আয়নার সামনে দাঁড়া দেখতে পাবি,negative
../dataset/Dataset\Memes\KAM (307).jpg,KAM (307).jpg,ও বলেছিল জাতীয় বিশ্ববিদ্যালয় হতে পড়াশোনা করে চলে আসবে! কিন্তু ও পড়াশুনা শেষ করতে পারেনি আমি এখনো অপেক্ষায় আছি!!!,positive
../dataset/Dataset\Memes\KAM (308).jpg,KAM (308).jpg,প্রেম হচ্ছে এমন বুলেট! হৃদপিণ্ড বরাবর লাগলে অমর আর আশে পাশে লাগলে দেবদাস!,positive
../dataset/Dataset\Memes\KAM (309).jpg,KAM (309).jpg,তুমি আমাকে কতটুকু ভালোবাসো? তুমি আমাকে যতটুকু ভালোবাসো ততটুকু! TAILE HARAMJADI TOI O AMAR LOGE TIME-PASS KORTACOSH!,positive
../dataset/Dataset\Memes\KAM (310).jpg,KAM (310).jpg,মেয়েরা কিছুই পারে না! প্রমাণ চান? আমার সোনার বাংলা গানটার পরের লাইন কি?,positive
../dataset/Dataset\Memes\KAM (311).jpg,KAM (311).jpg,সুপার মুন এর দুর্ভোগ! ভোলা টেকনাফ   কলাপাড়া মোড়েলগঞ্জ,neutral
../dataset/Dataset\Memes\KAM (312).jpg,KAM (312).jpg,পরিক্ষার সময় ফেসবুক বন্ধ এতেই সমাধান হবে! এতে কি প্রশ্ন ফাঁস বন্ধ করা যাবে! নাহ! প্রশ্ন ফাঁস হইছে সেটাই কেউ জানবে না!,negative
../dataset/Dataset\Memes\KAM (313).jpg,KAM (313).jpg,কি সোনামণিরা সোমবার সকাল সন্ধ্যা হরতাল কি সবাই খুশিতো!,negative
../dataset/Dataset\Memes\KAM (314).jpg,KAM (314).jpg,ফহিন্নির ঘরে ফহিন্নি ওম্যান ইন ম্যান-হোল,negative
../dataset/Dataset\Memes\KAM (315).jpg,KAM (315).jpg,"তোমার লজ্জা করল না, তোমার চেয়ে কমবয়সী একটু ছেলেকে এমনভাবে মারতে? এখনই এমন হলে বড় হয়ে কি হবে? ছাত্রঃ স্কুলমাস্টার, স্যার।",negative
../dataset/Dataset\Memes\KAM (316).jpg,KAM (316).jpg,জান চল কোথাও খাইতে যাই টিকাছে চলো যাই কিন্তু বিল তুমি দিবা না থাক যাবো না,positive
../dataset/Dataset\Memes\KAM (317).jpg,KAM (317).jpg,আফা অফ যা প্যান্টের উপর আন্ডারওয়্যার আর শাড়ির উপর ব্লাউজ পড়লেই সুপারম্যান বা সুপারওম্যান হওয়া যায় না।,negative
../dataset/Dataset\Memes\KAM (318).jpg,KAM (318).jpg,দোস্ত তোর জিএফ টা সুন্দর হুম হটও আসে ওর সাথে তোর BREAKUP হয়নাই এখনো? কি কইলি??? কিছুনারে দোস্ত!!,positive
../dataset/Dataset\Memes\KAM (319).jpg,KAM (319).jpg,চড়টা কি Seriously মারস নাকি ইয়ার্কি? Seriously মারসি তুমি তাইলে আজকে বেঁচে গেলে তুমি তো জানো আমি ইয়ার্কি একদম পছন্দ করিনা,positive
../dataset/Dataset\Memes\KAM (320).jpg,KAM (320).jpg,পানি উন্নয়ন বোর্ড! আহা কি উন্নয়ন!  উন্নয়ন এর জোয়ারে তো পুরা ভাইসা গেলো,negative
../dataset/Dataset\Memes\KAM (321).jpg,KAM (321).jpg,মানুষ তাদেরকেই পছন্দ করে যাদেরকে তারা কখনো পাবে না!,neutral
../dataset/Dataset\Memes\KAM (322).jpg,KAM (322).jpg,"বর্ষা তুমি আমার জীবনের সূর্য হবা? অবশ্যই!! তাহলে আমার থেকে ৯২,৯৩৫,৭০০ মাইল দূরে থাকো!",positive
../dataset/Dataset\Memes\KAM (323).jpg,KAM (323).jpg,"কিরে তোর বাবা না দাঁতের ডাক্তার?তোর ভাই দাঁত ছাড়া জন্ম নিলো কেন?তোর বাবাও তো দর্জি, তাইলে তোর ভাই লেংটা জন্ম নিলো কেন?",positive
../dataset/Dataset\Memes\KAM (324).jpg,KAM (324).jpg,এইবার পরীক্ষা ভাল না হলে ভুলে যাবি আমি তোর বাপ ঠিক আছে আব্বা পরীক্ষা শেষ হওয়ার পর... তোর পরীক্ষা কেমন হইছে? ওই তুই কেডা রে!?!,positive
../dataset/Dataset\Memes\KAM (325).jpg,KAM (325).jpg,হাতের রং এক মুখের আরেক মনে হয় ময়দা শেষ হয়ে গেছিলো!,positive
../dataset/Dataset\Memes\KAM (326).jpg,KAM (326).jpg,এটা ফটোগ্রাফি নাকি বগল-গ্রাফি! ফহিন্নির ঘরে ফহিন্নি!,negative
../dataset/Dataset\Memes\KAM (327).jpg,KAM (327).jpg,সার যখন আমাদের দিকে তাকায়...যখন বোর্ড এর দিকে তাকায়...,positive
../dataset/Dataset\Memes\KAM (328).jpg,KAM (328).jpg,আগামি সেমিস্টারে তোর CGPA 4 চাই শান্তিতে নোবেল আইনা দেই? তুই আমার লগে ফাজলামো করিস? বাবুজি শুরু কেডা করছে!,positive
../dataset/Dataset\Memes\KAM (329).jpg,KAM (329).jpg,ডিজিটাল বাংলাদেশ গড়তে কি করা উচিত!?! বেকার ভাতা সাকিবকে ব্যান ঘুষ বৈধ!,negative
../dataset/Dataset\Memes\KAM (330).jpg,KAM (330).jpg,গত রাইতে সেরাম স্বপ্ন দেখছি! তাই ভাই ভাবীরে দেখছেন? ফহিন্নিরে ফহিন্নি আমি দুঃস্বপ্ন দেখছিনিরে!!!,positive
../dataset/Dataset\Memes\KAM (331).jpg,KAM (331).jpg,হাত দেখি..প্রেম করবে? প্লে বয় হবে? আঙ্কেল ২হাতেই মারুন কারণ পরের টার্গেট আপনার মেয়ে,positive
../dataset/Dataset\Memes\KAM (332).jpg,KAM (332).jpg,মন চায় ফহিন্নির তলা দিয়ে এডা হান্দায় দেই!,negative
../dataset/Dataset\Memes\KAM (333).jpg,KAM (333).jpg,FB না গুতিয়ে যাও পড়তে বস বেয়াদব ছেলে ঘুম এমনিতেই চলে আসবে!,positive
../dataset/Dataset\Memes\KAM (334).jpg,KAM (334).jpg,সেমিফাইনালের এর জন্য সব টিম প্রাকটিস করছে আর ইন্ডিয়া ম্যাচ ফিক্সিং এর জন্য টাকার ব্যবস্থা করছে,negative
../dataset/Dataset\Memes\KAM (335).jpg,KAM (335).jpg,"বাংলাদেশে নাকি কারেন্ট যায় না! ""কারেন্টের জোয়ার বইতেছে"" ফিইন্নির ঘড়ের ফইন্নি... আমার বাসা কি চান্দে রে?",positive
../dataset/Dataset\Memes\KAM (336).jpg,KAM (336).jpg,"দোস্ত আজ আমি Discovery চ্যানেলে একটা ২২ ইঞ্চি লম্বা শাপ দেখছি,তুই দেখছস? ইস একটুর জন্য দেখতে পাইনাই কেন? কারণ আমাদের টিভি ২১ ইঞ্চি তাই!!!",positive
../dataset/Dataset\Memes\KAM (337).jpg,KAM (337).jpg,ছেলেরা আমার জন্য পাগল সবাই আমার পিছনে পিছনে ঘুরে! কারণ বাজারে সস্তা পণ্যের চাহিদা বেশি!,positive
../dataset/Dataset\Memes\KAM (338).jpg,KAM (338).jpg,পার্কে ইটিশ পিটিশ অনেক করছো সবাইকে সচেতন করো! এসব বন্ধ করো!!!,positive
../dataset/Dataset\Memes\KAM (339).jpg,KAM (339).jpg,ফইন্নির ঘরের ফইন্নিডি কেও হরতাল দেয় না কেরে? যাক অবশেষে কেও তো হরতাল দিছে! আবেগে কাইন্দালাইছি!,positive
../dataset/Dataset\Memes\KAM (340).jpg,KAM (340).jpg,"কোরবানির আগে-"" এত্তো গুলা মাংস খামু!"" কোরবানির পরঃ ""রাস্তায় এতো গন্ধ কেরে?""",positive
../dataset/Dataset\Memes\KAM (341).jpg,KAM (341).jpg,শোন Doctor আমাকে ১মাস Rest নিতে  Switzerland অথবা Paris এ যেতে বলছে তো আমরা যাব বলো plzz আরেকটা Doctor এর কাছে যাব,positive
../dataset/Dataset\Memes\KAM (342).jpg,KAM (342).jpg,"facebook এ মেয়েদেরকে  Msg দেওয়ার চেয়ে কুকুরকে পাথর মারা ভাল, বুঝলি দোস্ত? কেনু দোস্ত? আরে কুকুর তো Reply হলেও দেয় আর মেয়েরা সারাদিন গুতাইলেও Reply দেয় না",positive
../dataset/Dataset\Memes\KAM (343).jpg,KAM (343).jpg,আমি কিন্তু বিয়ের পর আপনাদেরকে বাবা-মা ডাকতে পারবো না কেন?? চাবায়!! তাহলে আমার বর আমার ভাই হয়ে যাবে না!,positive
../dataset/Dataset\Memes\KAM (344).jpg,KAM (344).jpg,আই লাভ ইউ... কি বললি তুই... শয়তান! বয়রি! শুনতেই যখন পাছ নাই তাইলে চড় মারলি কেন!,positive
../dataset/Dataset\Memes\KAM (345).jpg,KAM (345).jpg,BREAK UP এরপর মেয়েরা যে গান গায় এনালগ যুগঃ যেও না সাথি চলেছো একেলা কোথায়? ডিজিটাল যুগঃ চলে গেছো তাতে কি নতুন একটা পেয়েছি তোমার চেয়ে আরও ধনী,negative
../dataset/Dataset\Memes\KAM (346).jpg,KAM (346).jpg,বৃষ্টি পড়ে টাপুর টুপুর পায়ে আমার নতুন জুতু কিন্তু রাস্তা দিয়া হাঁইটা গেলে জুতা কাদায় ভইরা যায়,positive
../dataset/Dataset\Memes\KAM (347).jpg,KAM (347).jpg,সার যখন আমাদের দিকে তাকায়...যখন বোর্ড এর দিকে তাকায়...,positive
../dataset/Dataset\Memes\KAM (348).jpg,KAM (348).jpg,স্যার যেটা ক্লাসে ২ঘন্টায় বুঝায়তে পারে না ঐটা বন্ধু পরীক্ষার আগে ২ মিনিটে বুঝায়তে পারে!,positive
../dataset/Dataset\Memes\KAM (349).jpg,KAM (349).jpg,"লোডশেডিংয়ের উপকারিতা কি?? স্যার, মেয়েরা ঠিক মত সিরিয়াল দেখতে পারে না",positive
../dataset/Dataset\Memes\KAM (350).jpg,KAM (350).jpg,এই আমি না নতুন ল্যাপটপ নিছি PROCESSOR i5 নাকি  i7? LATEST তো  i8 হবেই ওহ!! তোমাকে জিজ্ঞেস করাটা ভুল ছিল SORRY!!,positive
../dataset/Dataset\Memes\KAM (351).jpg,KAM (351).jpg,"দোস্ত, মেয়েদের প্রপোজ করার সবচাইতে নিরাপদ জায়গা কোনটা? শহীদ মিনারে  শহীদ মিনারে কেন? কারন, ঐখানে কারো পায়ে জুতা থাকে না",positive
../dataset/Dataset\Memes\KAM (352).jpg,KAM (352).jpg,"শাকিব জানস, আমি আমাদের ক্লাস এর OUTSTANDING ছাত্র ছিলাম! তাই নাকি, সত্যি? হ্যাঁ, সবসময় স্যার আমাকে বাইরে দাঁড়া করায়ে রাখত!",positive
../dataset/Dataset\Memes\KAM (353).jpg,KAM (353).jpg,পরীক্ষা!!!! শিক্ষক ব্রিলিয়ান্ট ছাত্র আমি,positive
../dataset/Dataset\Memes\KAM (354).jpg,KAM (354).jpg,"পোশাক যার যার... কিন্তু পানি, সবার...!!",positive
../dataset/Dataset\Memes\KAM (355).jpg,KAM (355).jpg,ফইন্নির ঘড়ের ফইন্নিডি কেও হরতাল দেয় না কেরে? যাক অবশেষে কেও তো হরতাল দিছে! আবেগে কাইন্দালাইছি!,positive
../dataset/Dataset\Memes\KAM (356).jpg,KAM (356).jpg,"পাশের বাড়ির ছেলেটা প্রতিদিন তার GF কে kiss করে যাই, তুমি করো না কেন? কিভাবে করবো আমিতো ওকে চিনিই না",positive
../dataset/Dataset\Memes\KAM (357).jpg,KAM (357).jpg,আপনি যতই বড় হয়ে যান না কেন মায়ের চোখে সবসময় ছোটই থাকবেন!,positive
../dataset/Dataset\Memes\KAM (358).jpg,KAM (358).jpg,"মোবাইল গেম গুলোর প্রায় ৯০% HIGH SCORE হয় টয়লেটে, নাহয় ক্লাসরুমে করা হয়",positive
